topicId,split,topicText,topicTarget,topicSentiment,claims.claimId,claims.stance,claims.claimCorrectedText,claims.claimOriginalText,claims.Compatible,claims.claimTarget.text,claims.claimTarget.span.start,claims.claimTarget.span.end,claims.claimSentiment,claims.targetsRelation,char_length,word_count
985,train,This house would unleash the free market,unleash the free market,1,498177,CON,the state has a legitimate role in providing public goods,the state has a legitimate role in providing public goods,yes,the state,0.0,9.0,1.0,-1.0,57,10
985,train,This house would unleash the free market,unleash the free market,1,822792,PRO,the state and economy are inherently separate from each other,the state and economy are inherently separate from each other,no,,,,,,61,10
985,train,This house would unleash the free market,unleash the free market,1,822794,CON,the free market can damage national traditions,the free market can damage national traditions,yes,the free market,0.0,15.0,-1.0,1.0,46,7
985,train,This house would unleash the free market,unleash the free market,1,822795,PRO,Government intervention is seen as harmful,government intervention as harmful,yes,Government intervention,0.0,23.0,-1.0,-1.0,42,6
985,train,This house would unleash the free market,unleash the free market,1,822796,PRO,Financial liberalization and privatization coincide with democratization,financial liberalization and privatization coincided with democratization,yes,Financial liberalization and privatization,0.0,42.0,1.0,1.0,72,7
985,train,This house would unleash the free market,unleash the free market,1,860304,PRO,private market factors can more efficiently deliver many goods or service than governments due to free market competition,private market factors can more efficiently deliver many goods or service than governments due to free market competition,yes,private market factors,0.0,22.0,1.0,1.0,121,18
985,train,This house would unleash the free market,unleash the free market,1,860305,CON,"A private company will serve the needs of those who are most willing (and able) to pay, as opposed to the needs of the majority","A private company will serve the needs of those who are most willing (and able) to pay, as opposed to the needs of the majority",yes,A private company,0.0,17.0,-1.0,1.0,127,25
985,train,This house would unleash the free market,unleash the free market,1,874791,CON,wages are naturally driven down in free market systems,wages are naturally driven down in free market systems,yes,free market systems,35.0,54.0,-1.0,1.0,54,9
985,train,This house would unleash the free market,unleash the free market,1,874792,CON,there is an inherent tendency toward oligolopolistic structures when laissez-faire is combined with capitalist private property,there is an inherent tendency toward oligolopolistic structures when laissez-faire is combined with capitalist private property,yes,when laissez-faire is combined with capitalist private property,64.0,127.0,-1.0,1.0,127,16
985,train,This house would unleash the free market,unleash the free market,1,874793,CON,the allocation of goods and services by a market is not efficient,the allocation of goods and services by a market is not efficient,yes,the allocation of goods and services by a market,0.0,48.0,-1.0,1.0,65,12
985,train,This house would unleash the free market,unleash the free market,1,874795,CON,the lack of perfect information and perfect competition in a free market is grounds for government intervention,the lack of perfect information and perfect competition in a free market is grounds for government intervention,yes,government intervention,88.0,111.0,1.0,-1.0,111,17
985,train,This house would unleash the free market,unleash the free market,1,874797,CON,free markets usually fail to deal with the problem of externalities,free markets usually fail to deal with the problem of externalities,yes,free markets,0.0,12.0,-1.0,1.0,67,11
985,train,This house would unleash the free market,unleash the free market,1,874799,CON,"the free market is not necessarily free, but weighted towards those who already own property","the free market is not necessarily free, but weighted towards those who already own property",yes,the free market,0.0,15.0,-1.0,1.0,92,15
985,train,This house would unleash the free market,unleash the free market,1,874805,PRO,corrective measures) reduce the overall efficiency of the market economy,corrective measures) reduce the overall efficiency of the market economy,yes,corrective measures,0.0,19.0,-1.0,-1.0,72,10
985,train,This house would unleash the free market,unleash the free market,1,874806,PRO,corrective policies limit the incentive system of the market,corrective policies limit the incentive system of the market,yes,corrective policies,0.0,19.0,-1.0,-1.0,60,9
985,train,This house would unleash the free market,unleash the free market,1,874807,CON,"grave imbalances are produced when economic action, conceived merely as an engine for wealth creation, is detached from political action","grave imbalances are produced when economic action, conceived merely as an engine for wealth creation, is detached from political action",yes,"when economic action, conceived merely as an engine for wealth creation, is detached from political action",30.0,136.0,-1.0,1.0,136,20
985,train,This house would unleash the free market,unleash the free market,1,824400,PRO,"The freer the market, the more prices will reflect consumer habits and demands","The freer the market, the more prices will reflect consumer habits and demands",yes,The freer the market,0.0,20.0,1.0,1.0,78,13
985,train,This house would unleash the free market,unleash the free market,1,824402,PRO,"Through free competition between vendors for the provision of products and services, prices tend to decrease, and quality tends to increase","Through free competition between vendors for the provision of products and services, prices tend to decrease, and quality tends to increase",yes,free competition between vendors for the provision of products and services,8.0,83.0,1.0,1.0,139,21
985,train,This house would unleash the free market,unleash the free market,1,824404,PRO,"market economies allow spontaneous order; that is, ""a more efficient allocation of societal resources than any design could achieve","market economies allow spontaneous order; that is, ""a more efficient allocation of societal resources than any design could achieve",yes,market economies,0.0,16.0,1.0,1.0,131,19
985,train,This house would unleash the free market,unleash the free market,1,824407,PRO,"any attempt to implement central planning will result in more disorder, or a less efficient production and distribution of goods and services","any attempt to implement central planning will result in more disorder, or a less efficient production and distribution of goods and services",yes,any attempt to implement central planning,0.0,41.0,-1.0,-1.0,141,22
985,train,This house would unleash the free market,unleash the free market,1,824408,PRO,there is a direct relationship between economic growth and economic freedom,there is a direct relationship between economic growth and economic freedom,yes,economic freedom,59.0,75.0,1.0,1.0,75,11
985,train,This house would unleash the free market,unleash the free market,1,824415,CON,government at times has to intervene to ensure competition in large and important industries,government at times has to intervene to ensure competition in large and important industries,yes,to intervene to ensure competition in large and important industries,24.0,92.0,1.0,-1.0,92,14
985,train,This house would unleash the free market,unleash the free market,1,824417,PRO,only a free market can create healthy competition and therefore more business,only a free market can create healthy competition and therefore more business,yes,a free market,5.0,18.0,1.0,1.0,77,12
985,train,This house would unleash the free market,unleash the free market,1,824419,CON,The unregulated market is seen as an impractical ideal,the unregulated market as an impractical ideal,yes,The unregulated market,0.0,22.0,-1.0,1.0,54,9
985,train,This house would unleash the free market,unleash the free market,1,824421,CON,free market relationships are considered as structured upon coercion,free market relationships are considered as structured upon coercion,yes,free market relationships,0.0,25.0,-1.0,1.0,68,9
985,train,This house would unleash the free market,unleash the free market,1,824423,PRO,The free market is believed to self-regulate in the most efficient and just way,The free market is believed to self-regulate in the most efficient and just way,yes,The free market,0.0,15.0,1.0,1.0,79,14
985,train,This house would unleash the free market,unleash the free market,1,499330,CON,virtually all developed countries today successfully promoted their national industries through protectionism,virtually all developed countries today successfully promoted their national industries through protectionism,yes,protectionism,96.0,109.0,1.0,-1.0,109,12
985,train,This house would unleash the free market,unleash the free market,1,499331,CON,there is a legitimate need for government restrictions on free trade,there is a legitimate need for government restrictions on free trade,yes,government restrictions on free trade,31.0,68.0,1.0,-1.0,68,11
985,train,This house would unleash the free market,unleash the free market,1,499333,CON,laissez-faire capitalism creates social evils that harm its citizens,laissez-faire capitalism creates social evils that harm its citizens,yes,laissez-faire capitalism,0.0,24.0,-1.0,1.0,68,9
985,train,This house would unleash the free market,unleash the free market,1,499334,PRO,the gains from free trade outweigh any losses,the gains from free trade outweigh any losses,yes,free trade,15.0,25.0,1.0,1.0,45,8
985,train,This house would unleash the free market,unleash the free market,1,499335,PRO,the benefits of free trade outweigh the losses,the benefits of free trade outweigh the losses,yes,free trade,16.0,26.0,1.0,1.0,46,8
985,train,This house would unleash the free market,unleash the free market,1,499336,CON,most of the world's major economies are resorting to protectionist measures as the global economic slowdown begins to bite,most of the world's major economies are resorting to protectionist measures as the global economic slowdown begins to bite,yes,protectionist measures,53.0,75.0,1.0,-1.0,122,19
985,train,This house would unleash the free market,unleash the free market,1,832245,PRO,"by trying to maximize their own gains in a free market, individual ambition benefits society","by trying to maximize their own gains in a free market, individual ambition benefits society",yes,individual ambition,56.0,75.0,1.0,1.0,92,15
985,train,This house would unleash the free market,unleash the free market,1,832247,PRO,it is competition between buyers and sellers that channels the profit motive of individuals on both sides of the transaction such that improved products are produced and at lower costs,it is competition between buyers and sellers that channels the profit motive of individuals on both sides of the transaction such that improved products are produced and at lower costs,yes,competition between buyers and sellers,6.0,44.0,1.0,1.0,184,30
985,train,This house would unleash the free market,unleash the free market,1,832248,PRO,individual self-interest operating in a competitive market place produces the unique conditions under which a society’s total utility is maximized,individual self-interest operating in a competitive market place produces the unique conditions under which a society’s total utility is maximized,yes,individual self-interest operating in a competitive market place,0.0,64.0,1.0,1.0,146,20
985,train,This house would unleash the free market,unleash the free market,1,832249,CON,"free markets, by themselves, often do not lead to what is best","free markets, by themselves, often do not lead to what is best",yes,"free markets, by themselves",0.0,27.0,-1.0,1.0,62,12
985,train,This house would unleash the free market,unleash the free market,1,832250,CON,some regulation is required to make markets work,some regulation is required to make markets work,yes,some regulation,0.0,15.0,1.0,-1.0,48,8
985,train,This house would unleash the free market,unleash the free market,1,832251,PRO,competitive markets do a good job allocating resources,competitive markets do a good job allocating resources,yes,competitive markets,0.0,19.0,1.0,1.0,54,8
985,train,This house would unleash the free market,unleash the free market,1,824181,PRO,free trade will make society more prosperous,free trade will make society more prosperous,yes,free trade,0.0,10.0,1.0,1.0,44,7
985,train,This house would unleash the free market,unleash the free market,1,824182,PRO,free trade increases the global level of output,free trade increases the global level of output,yes,free trade,0.0,10.0,1.0,1.0,47,8
985,train,This house would unleash the free market,unleash the free market,1,824183,PRO,the absolute quantity of goods and services produced is highest under free trade,the absolute quantity of goods and services produced is highest under free trade,yes,free trade,70.0,80.0,1.0,1.0,80,13
985,train,This house would unleash the free market,unleash the free market,1,824184,PRO,Laissez-faire economic politics and parties permit faster growth,"laissez-faire economic politics and parties, which permit faster growth",yes,Laissez-faire economic politics and parties,0.0,43.0,1.0,1.0,64,8
985,train,This house would unleash the free market,unleash the free market,1,824185,PRO,the world can produce and consume more when free trade is allowed,the world can produce and consume more when free trade is allowed,yes,when free trade is allowed,39.0,65.0,1.0,1.0,65,12
985,train,This house would unleash the free market,unleash the free market,1,824188,PRO,"free trade encourages economic interdependence between countries, reducing the likelihood of war","free trade encourages economic interdependence between countries, reducing the likelihood of war",yes,free trade,0.0,10.0,1.0,1.0,96,12
985,train,This house would unleash the free market,unleash the free market,1,824189,PRO,free trade would reduce war,free trade would reduce war,yes,free trade,0.0,10.0,1.0,1.0,27,5
985,train,This house would unleash the free market,unleash the free market,1,824190,PRO,the occurrence of free trade has prevented the outbreak of war,the occurrence of free trade has prevented the outbreak of war,yes,the occurrence of free trade,0.0,28.0,1.0,1.0,62,11
985,train,This house would unleash the free market,unleash the free market,1,824191,PRO,free trade would increase the likelihood of a lasting peace,free trade would increase the likelihood of a lasting peace,yes,free trade,0.0,10.0,1.0,1.0,59,10
985,train,This house would unleash the free market,unleash the free market,1,824192,PRO,Free trade can enhance national security,Free trade can enhance national security,yes,Free trade,0.0,10.0,1.0,1.0,40,6
985,train,This house would unleash the free market,unleash the free market,1,824193,PRO,free trade gives optimal economic advantages,free trade gives optimal economic advantages,yes,free trade,0.0,10.0,1.0,1.0,44,6
985,train,This house would unleash the free market,unleash the free market,1,824194,CON,free trade hurts developed nations,free trade hurts developed nations,yes,free trade,0.0,10.0,-1.0,1.0,34,5
985,train,This house would unleash the free market,unleash the free market,1,824195,CON,"Throughout the world, forces that many blame on free trade are eroding traditional ways of living and rural cultures","Throughout the world, forces that many blame on free trade are eroding traditional ways of living and rural cultures",yes,forces that many blame on free trade,22.0,58.0,-1.0,1.0,116,19
985,train,This house would unleash the free market,unleash the free market,1,824196,PRO,Free trade is generally considered to achieve an overall increase in utility in a society,Free trade is generally considered to achieve an overall increase in utility in a society,yes,Free trade,0.0,10.0,1.0,1.0,89,15
985,train,This house would unleash the free market,unleash the free market,1,501199,PRO,Free trade promotes peace,free trade promoted peace,yes,Free trade,0.0,10.0,1.0,1.0,25,4
985,train,This house would unleash the free market,unleash the free market,1,501200,PRO,having free trade would be a net gain for society,having free trade would be a net gain for society,yes,having free trade,0.0,17.0,1.0,1.0,49,10
985,train,This house would unleash the free market,unleash the free market,1,501201,PRO,the size of the winnings from free trade are larger than the losses,the size of the winnings from free trade are larger than the losses,yes,free trade,30.0,40.0,1.0,1.0,67,13
985,train,This house would unleash the free market,unleash the free market,1,501202,PRO,Protectionism creates poverty,Protectionism creates poverty,yes,Protectionism,0.0,13.0,-1.0,-1.0,29,3
985,train,This house would unleash the free market,unleash the free market,1,501204,PRO,free trade is a large and unambiguous net gain for society,free trade is a large and unambiguous net gain for society,yes,free trade,0.0,10.0,1.0,1.0,58,11
985,train,This house would unleash the free market,unleash the free market,1,501205,CON,Free trade is colonialism or imperialism in disguise,it is colonialism or imperialism in disguise,yes,Free trade,0.0,10.0,-1.0,1.0,52,8
985,train,This house would unleash the free market,unleash the free market,1,501206,CON,Free trade allows maximum exploitation of workers by capital,it allows maximum exploitation of workers by capital,yes,Free trade,0.0,10.0,-1.0,1.0,60,9
985,train,This house would unleash the free market,unleash the free market,1,501207,CON,"free trade agreements generally do not increase the economic freedom of the poor or the working class, and frequently make them poorer","free trade agreements generally do not increase the economic freedom of the poor or the working class, and frequently make them poorer",yes,free trade agreements,0.0,21.0,-1.0,1.0,134,22
985,train,This house would unleash the free market,unleash the free market,1,501208,CON,trade barriers should exist to help poor nations build domestic industries,trade barriers should exist to help poor nations build domestic industries,yes,trade barriers,0.0,14.0,1.0,-1.0,74,11
985,train,This house would unleash the free market,unleash the free market,1,501209,CON,free trade is a form of colonialism or imperialism,free trade is a form of colonialism or imperialism,yes,free trade,0.0,10.0,-1.0,1.0,50,9
985,train,This house would unleash the free market,unleash the free market,1,860340,PRO,Regulation in markets is rejected as inefficient,regulation in markets as inefficient,yes,Regulation in markets,0.0,21.0,-1.0,-1.0,48,7
985,train,This house would unleash the free market,unleash the free market,1,860341,PRO,having many service providers promotes choice and competition,having many service providers promotes choice and competition,yes,having many service providers,0.0,29.0,1.0,1.0,61,8
985,train,This house would unleash the free market,unleash the free market,1,866475,PRO,"economic freedom, while itself an extremely important component of total freedom, is also a necessary condition for political freedom","economic freedom, while itself an extremely important component of total freedom, is also a necessary condition for political freedom",yes,economic freedom,0.0,16.0,1.0,1.0,133,19
985,train,This house would unleash the free market,unleash the free market,1,866476,PRO,Centralized control of economic activities is always accompanied with political repression,centralized control of economic activities was always accompanied with political repression,yes,Centralized control of economic activities,0.0,42.0,-1.0,-1.0,90,11
985,train,This house would unleash the free market,unleash the free market,1,866478,PRO,"Through elimination of centralized control of economic activities, economic power is separated from political power, and the one can serve as counterbalance to the other","Through elimination of centralized control of economic activities, economic power is separated from political power, and the one can serve as counterbalance to the other",yes,elimination of centralized control of economic activities,8.0,65.0,1.0,1.0,169,25
985,train,This house would unleash the free market,unleash the free market,1,866479,PRO,impersonal market forces protect people from discrimination in their economic activities for reasons unrelated to their productivity,impersonal market forces protect people from discrimination in their economic activities for reasons unrelated to their productivity,yes,impersonal market forces,0.0,24.0,1.0,1.0,132,17
985,train,This house would unleash the free market,unleash the free market,1,875035,CON,The justification for central planning is that the consolidation of economic resources can allow for the economy to take advantage of more perfect information when making decisions regarding investment and production,The justification for central planning is that the consolidation of economic resources can allow for the economy to take advantage of more perfect information when making decisions regarding investment and production,yes,central planning,22.0,38.0,1.0,-1.0,216,31
985,train,This house would unleash the free market,unleash the free market,1,875037,CON,"a centrally planned economy can provide public goods which would not have been available at all, or might require explicit government provision, in a market economy","a centrally planned economy can provide public goods which would not have been available at all, or might require explicit government provision, in a market economy",yes,a centrally planned economy,0.0,27.0,1.0,-1.0,164,26
985,train,This house would unleash the free market,unleash the free market,1,875039,PRO,a market economy prevents long-term surpluses,a market economy prevents long-term surpluses,yes,a market economy,0.0,16.0,-1.0,1.0,45,6
985,train,This house would unleash the free market,unleash the free market,1,875040,PRO,efficiency is best achieved through a market economy,efficiency is best achieved through a market economy,yes,a market economy,36.0,52.0,1.0,1.0,52,8
985,train,This house would unleash the free market,unleash the free market,1,875042,PRO,the only way to determine what society actually wants is by allowing private enterprise to use their resources in competing to meet the needs of consumers,the only way to determine what society actually wants is by allowing private enterprise to use their resources in competing to meet the needs of consumers,yes,allowing private enterprise to use their resources in competing to meet the needs of consumers,60.0,154.0,1.0,1.0,154,26
985,train,This house would unleash the free market,unleash the free market,1,875044,PRO,"Without a market in which allocations can be made in obedience to the law of supply and demand, it is difficult or impossible to funnel resources with respect to actual human preferences and goals","Without a market in which allocations can be made in obedience to the law of supply and demand, it is difficult or impossible to funnel resources with respect to actual human preferences and goals",yes,a market in which allocations can be made in obedience to the law of supply and demand,8.0,94.0,1.0,1.0,196,34
985,train,This house would unleash the free market,unleash the free market,1,866472,PRO,Less corruption and less political violence have been found to be correlated with free markets,less corruption and less political violence to be correlated with free markets,yes,free markets,82.0,94.0,1.0,1.0,94,15
985,train,This house would unleash the free market,unleash the free market,1,866473,PRO,political and civil liberties have simultaneously expanded with market-based economies,political and civil liberties have simultaneously expanded with market-based economies,yes,market-based economies,64.0,86.0,1.0,1.0,86,10
985,train,This house would unleash the free market,unleash the free market,1,866474,PRO,economic and political freedoms are linked,economic and political freedoms are linked,no,,,,,,42,6
985,train,This house would unleash the free market,unleash the free market,1,866480,PRO,Economic and political freedom are mutually dependent,economic and political freedom were mutually dependent,no,,,,,,53,7
985,train,This house would unleash the free market,unleash the free market,1,866481,PRO,"The idea that political freedom can be preserved in the absence of economic freedom, and vice versa, is an illusion","The idea that political freedom can be preserved in the absence of economic freedom, and vice versa, is an illusion",no,,,,,,115,20
985,train,This house would unleash the free market,unleash the free market,1,866482,PRO,Political freedom is the corollary of economic freedom,Political freedom is the corollary of economic freedom,yes,economic freedom,38.0,54.0,1.0,1.0,54,8
985,train,This house would unleash the free market,unleash the free market,1,866484,PRO,Higher economic freedom correlates strongly with higher self-reported happiness,correlates strongly with higher self-reported happiness,yes,Higher economic freedom,0.0,23.0,1.0,1.0,79,9
985,train,This house would unleash the free market,unleash the free market,1,832599,CON,the responsibility of government should involve enough surveillance over the enterprise system to ensure the social usefulness of all economic activity,the responsibility of government should involve enough surveillance over the enterprise system to ensure the social usefulness of all economic activity,yes,enough surveillance over the enterprise system to ensure the social usefulness of all economic activity,48.0,151.0,1.0,-1.0,151,21
985,train,This house would unleash the free market,unleash the free market,1,832600,CON,It should be the policy of government to aid and foster certain activities or kinds of business that strengthen a nation,It should therefore be the policy of government to aid and foster certain activities or kinds of business that strengthen a nation,yes,to aid and foster certain activities or kinds of business that strengthen a nation,38.0,120.0,1.0,-1.0,120,21
985,train,This house would unleash the free market,unleash the free market,1,502605,PRO,Self-interested competition in the free market would tend to benefit society as a whole,would tend to benefit society as a whole,yes,Self-interested competition in the free market,0.0,46.0,1.0,1.0,87,14
985,train,This house would unleash the free market,unleash the free market,1,502606,CON,a true laissez-faire economy would quickly become a conspiracy of businesses and industry against consumers,a true laissez-faire economy would quickly become a conspiracy of businesses and industry against consumers,yes,a true laissez-faire economy,0.0,28.0,-1.0,1.0,107,15
985,train,This house would unleash the free market,unleash the free market,1,502607,PRO,Markets would lead to equality,they would lead to equality,yes,Markets,0.0,7.0,1.0,1.0,30,5
985,train,This house would unleash the free market,unleash the free market,1,859765,PRO,the market is the most fair and efficient arbitrator of resources,the market is the most fair and efficient arbitrator of resources,yes,the market,0.0,10.0,1.0,1.0,65,11
985,train,This house would unleash the free market,unleash the free market,1,859768,PRO,"only market capitalism could manage a complex, modern economy","only market capitalism could manage a complex, modern economy",yes,market capitalism,5.0,22.0,1.0,1.0,61,9
985,train,This house would unleash the free market,unleash the free market,1,871507,PRO,the information problems facing any other form of economic organization other than market capitalism would exceed its capacity to handle information,the information problems facing any other form of economic organization other than market capitalism would exceed its capacity to handle information,yes,any other form of economic organization other than market capitalism,32.0,100.0,-1.0,-1.0,148,21
985,train,This house would unleash the free market,unleash the free market,1,859770,PRO,market economies are inherently stable if left to themselves,market economies are inherently stable if left to themselves,yes,market economies,0.0,16.0,1.0,1.0,60,9
985,train,This house would unleash the free market,unleash the free market,1,859771,PRO,depressions result only from government intervention,depressions result only from government intervention,yes,government intervention,29.0,52.0,-1.0,-1.0,52,6
985,train,This house would unleash the free market,unleash the free market,1,871510,PRO,the market is able to coordinate itself,the market is able to coordinate itself,yes,the market,0.0,10.0,1.0,1.0,39,7
985,train,This house would unleash the free market,unleash the free market,1,871511,PRO,competition leads to innovation and more affordable prices,competition leads to innovation and more affordable prices,yes,competition,0.0,11.0,1.0,1.0,58,8
985,train,This house would unleash the free market,unleash the free market,1,871512,CON,Governmental intervention can result in potential gains in efficiency,can result in potential gains in efficiency,yes,Governmental intervention,0.0,25.0,1.0,-1.0,69,9
985,train,This house would unleash the free market,unleash the free market,1,871514,CON,the market on its own does not allocate resources efficiently,the market on its own does not allocate resources efficiently,yes,the market on its own,0.0,21.0,-1.0,1.0,61,10
985,train,This house would unleash the free market,unleash the free market,1,871515,PRO,imperfect markets are often better than imperfect governmental alternatives,imperfect markets are often better than imperfect governmental alternatives,yes,imperfect markets,0.0,17.0,1.0,1.0,75,9
985,train,This house would unleash the free market,unleash the free market,1,871516,PRO,centralized operations of economic activity is always accompanied by political repression,centralized operations of economic activity is always accompanied by political repression,yes,centralized operations of economic activity,0.0,43.0,-1.0,-1.0,89,11
985,train,This house would unleash the free market,unleash the free market,1,870735,CON,the government has a role to play in the economy,the government has a role to play in the economy,yes,the government,0.0,14.0,1.0,-1.0,48,10
985,train,This house would unleash the free market,unleash the free market,1,870736,CON,"Liberty is possible only with social justice and an equitable distribution of wealth and power, which in turn require a degree of active government intervention","liberty was possible only with ""social justice and an equitable distribution of wealth and power, which in turn require a degree of active government intervention",yes,active government intervention,130.0,160.0,1.0,-1.0,160,25
985,train,This house would unleash the free market,unleash the free market,1,870737,PRO,Central economic planning leads towards totalitarianism,leads towards totalitarianism,yes,Central economic planning,0.0,25.0,-1.0,-1.0,55,6
985,train,This house would unleash the free market,unleash the free market,1,870738,PRO,a central planning authority would have to be endowed with powers that would impact and ultimately control social life,a central planning authority would have to be endowed with powers that would impact and ultimately control social life,yes,a central planning authority,0.0,28.0,-1.0,-1.0,118,19
985,train,This house would unleash the free market,unleash the free market,1,870739,PRO,"while in centrally planned economies an individual or a select group of individuals must determine the distribution of resources, these planners will never have enough information to carry out this allocation reliably","while in centrally planned economies an individual or a select group of individuals must determine the distribution of resources, these planners will never have enough information to carry out this allocation reliably",yes,centrally planned economies,9.0,36.0,-1.0,-1.0,217,32
985,train,This house would unleash the free market,unleash the free market,1,870740,PRO,the efficient exchange and use of resources can be maintained only through the price mechanism in free markets,the efficient exchange and use of resources can be maintained only through the price mechanism in free markets,yes,the price mechanism in free markets,75.0,110.0,1.0,1.0,110,18
985,train,This house would unleash the free market,unleash the free market,1,870741,CON,"the state has a role to play in the economy, and specifically, in creating a ""safety net","the state has a role to play in the economy, and specifically, in creating a ""safety net",yes,the state,0.0,9.0,1.0,-1.0,88,17
985,train,This house would unleash the free market,unleash the free market,1,871539,PRO,"In a free market, both labor and capital would receive the greatest possible reward","In a free market, both labor and capital would receive the greatest possible reward",yes,In a free market,0.0,16.0,1.0,1.0,83,14
985,train,This house would unleash the free market,unleash the free market,1,871540,PRO,"an unfettered market"" is the most efficient mechanism to satisfy human needs and channel resources to their most productive uses","an unfettered market"" is the most efficient mechanism to satisfy human needs and channel resources to their most productive uses",yes,an unfettered market,0.0,20.0,1.0,1.0,128,20
985,train,This house would unleash the free market,unleash the free market,1,871541,PRO,Any government intervention is seen as useless,any government intervention was seen as useless,yes,Any government intervention,0.0,27.0,-1.0,-1.0,46,7
985,train,This house would unleash the free market,unleash the free market,1,871543,PRO,free markets have the potential to free states from the looming prospect of recurrent warfare,free markets have the potential to free states from the looming prospect of recurrent warfare,yes,free markets,0.0,12.0,1.0,1.0,93,15
985,train,This house would unleash the free market,unleash the free market,1,871544,PRO,Laissez-faire economics is expected to diminish the frequency of war,laissez-faire economics to diminish the frequency of war,yes,Laissez-faire economics,0.0,23.0,1.0,1.0,68,10
985,train,This house would unleash the free market,unleash the free market,1,853363,PRO,many of the services performed by government could be performed better by the private sector,many of the services performed by government could be performed better by the private sector,yes,the private sector,74.0,92.0,1.0,1.0,92,15
985,train,This house would unleash the free market,unleash the free market,1,853366,PRO,economic freedom is not only desirable in itself but is also a necessary condition for political freedom,economic freedom is not only desirable in itself but is also a necessary condition for political freedom,yes,economic freedom,0.0,16.0,1.0,1.0,104,17
985,train,This house would unleash the free market,unleash the free market,1,853367,PRO,Freer markets result in freer people,freer markets resulted in freer people,yes,Freer markets,0.0,13.0,1.0,1.0,36,6
985,train,This house would unleash the free market,unleash the free market,1,853368,CON,markets could go wrong,markets could go wrong,yes,markets,0.0,7.0,-1.0,1.0,22,4
985,train,This house would unleash the free market,unleash the free market,1,853369,CON,government intervention could serve a useful purpose,government intervention could serve a useful purpose,yes,government intervention,0.0,23.0,1.0,-1.0,52,7
985,train,This house would unleash the free market,unleash the free market,1,503050,PRO,competition in the free market is more effective than the regulation of industry,competition in the free market is more effective than the regulation of industry,yes,competition in the free market,0.0,30.0,1.0,1.0,80,13
985,train,This house would unleash the free market,unleash the free market,1,503051,PRO,all government intervention in the economy is wasteful,all government intervention in the economy is wasteful,yes,all government intervention in the economy,0.0,42.0,-1.0,-1.0,54,8
985,train,This house would unleash the free market,unleash the free market,1,503052,PRO,"free market economics"" is the most efficient way to promote economic growth","free market economics"" is the most efficient way to promote economic growth",yes,free market economics,0.0,21.0,1.0,1.0,75,12
985,train,This house would unleash the free market,unleash the free market,1,503053,PRO,free markets work best,free markets work best,yes,free markets,0.0,12.0,1.0,1.0,22,4
985,train,This house would unleash the free market,unleash the free market,1,503054,PRO,free markets are the only ethical markets,free markets are the only ethical markets,yes,free markets,0.0,12.0,1.0,1.0,41,7
985,train,This house would unleash the free market,unleash the free market,1,503055,PRO,it is not prudent for governments to intervene in markets,it is not prudent for governments to intervene in markets,yes,to intervene in markets,34.0,57.0,-1.0,-1.0,57,10
985,train,This house would unleash the free market,unleash the free market,1,503056,PRO,principles of individual liberty morally dictate support for free markets,principles of individual liberty morally dictate support for free markets,yes,free markets,61.0,73.0,1.0,1.0,73,10
985,train,This house would unleash the free market,unleash the free market,1,503057,PRO,Free markets are the most productive markets,are the most productive markets,yes,Free markets,0.0,12.0,1.0,1.0,44,7
985,train,This house would unleash the free market,unleash the free market,1,503058,PRO,a bigger role of the government in the economy will make people feel less responsible for the society,a bigger role of the government in the economy will make people feel less responsible for the society,yes,a bigger role of the government in the economy,0.0,46.0,-1.0,-1.0,101,18
985,train,This house would unleash the free market,unleash the free market,1,503059,PRO,"free markets are ""simply more productive","free markets are ""simply more productive",yes,free markets,0.0,12.0,1.0,1.0,40,6
985,train,This house would unleash the free market,unleash the free market,1,879274,CON,the allocation of goods and services by a free market is not efficient,the allocation of goods and services by a free market is not efficient,yes,the allocation of goods and services by a free market,0.0,53.0,-1.0,1.0,70,13
985,train,This house would unleash the free market,unleash the free market,1,879276,CON,it may be possible for a government to improve the inefficient market outcome,it may be possible for a government to improve the inefficient market outcome,no,,,,,,77,13
985,train,This house would unleash the free market,unleash the free market,1,879278,CON,Market failures are viewed as a very common problem of any unregulated market system,market failures as a very common problem of any unregulated market system,yes,any unregulated market system,55.0,84.0,-1.0,1.0,84,14
985,train,This house would unleash the free market,unleash the free market,1,879279,PRO,the costs of government failure might be worse than those of the market failure it attempts to fix,the costs of government failure might be worse than those of the market failure it attempts to fix,yes,the costs of government failure,0.0,31.0,-1.0,-1.0,98,18
985,train,This house would unleash the free market,unleash the free market,1,879282,CON,markets have inefficient outcomes,markets have inefficient outcomes,yes,markets,0.0,7.0,-1.0,1.0,33,4
985,train,This house would unleash the free market,unleash the free market,1,879283,CON,markets have inefficient and democratically-unwanted outcomes,markets have inefficient and democratically-unwanted outcomes,yes,markets,0.0,7.0,-1.0,1.0,61,6
985,train,This house would unleash the free market,unleash the free market,1,504299,PRO,Free-market capitalism is seen as the basis for a free and prosperous society,free-market capitalism as the basis for a free and prosperous society,yes,Free-market capitalism,0.0,22.0,1.0,1.0,77,13
985,train,This house would unleash the free market,unleash the free market,1,504300,PRO,States use their coercive powers to benefit some businesses and individuals at the expense of others,use their coercive powers to benefit some businesses and individuals at the expense of others,yes,States,0.0,6.0,-1.0,-1.0,100,16
