essay_id,topic,component_id,component_type,text
essay43,"Sporting events easing international tensions, releasing patriotic feelings",T10,Claim,people can freely express their patriotic feelings during international sports events
essay43,"Sporting events easing international tensions, releasing patriotic feelings",T11,Claim,"they not only constitute a tremendous appeal towards a peaceful society, but also guide the public demonstrations of national proudness"
essay43,"Sporting events easing international tensions, releasing patriotic feelings",T12,Claim,This has been true for centuries and will certainly not change in the foreseeable future
essay44,Government should make more effort to promote alternative sources of energy,T1,Premise,the major source of energy today is water
essay44,Government should make more effort to promote alternative sources of energy,T2,Premise,there is a lot of water shortage to generate electricity
essay44,Government should make more effort to promote alternative sources of energy,T3,Premise,many countries still rely only on this source
essay44,Government should make more effort to promote alternative sources of energy,T4,Premise,To generate such a vast energy the fundamental resources are falling short
essay44,Government should make more effort to promote alternative sources of energy,T5,Premise,during summer there will be a lot of power cut in the developing countries such as India
essay44,Government should make more effort to promote alternative sources of energy,T6,Premise,"If the government encourage the use of nuclear, solar or wind energy there might not be any problem in distributing the required amount electricity"
essay44,Government should make more effort to promote alternative sources of energy,T7,Claim,it would be a good implication by the government to generate electricity from other available sources
essay44,Government should make more effort to promote alternative sources of energy,T8,Claim,the sources most widely used currently to generate power releases extensive amount of gases into the atmosphere which increases global warming
essay44,Government should make more effort to promote alternative sources of energy,T9,Premise,the use of a solar cooker instead of an electric cooker would certainly reduce the global warming
essay44,Government should make more effort to promote alternative sources of energy,T10,Premise,the use of nuclear energy as an alternative to the hydro-kinetic energy causes less atmospheric pollution
essay44,Government should make more effort to promote alternative sources of energy,T11,MajorClaim,it would be a better implication by the government to promote other sources of energy
essay44,Government should make more effort to promote alternative sources of energy,T12,Premise,This can make use of the available natural resources which in turn would reduce the global warming
essay44,Government should make more effort to promote alternative sources of energy,T13,Claim,government should motivate and encourage the people to use alternative sources such as the solar and the nuclear energy
essay45,should governments be responsible to help the unemployed and homeless,T1,MajorClaim,"it is the responsibility of these disadvantaged citizens, rather than the government, to help them out"
essay45,should governments be responsible to help the unemployed and homeless,T2,Claim,Government money should be spent on publicly benefitial programs only
essay45,should governments be responsible to help the unemployed and homeless,T3,Premise,Tax revenue is collected from those who works
essay45,should governments be responsible to help the unemployed and homeless,T4,Premise,Spending them on helping those not make contribution to society would not sound fair to tax payers
essay45,should governments be responsible to help the unemployed and homeless,T5,Premise,"there are other pressing demands on the government expenditure, such as health care service and education"
essay45,should governments be responsible to help the unemployed and homeless,T6,Premise,addressing unemployment should have low priority
essay45,should governments be responsible to help the unemployed and homeless,T7,Premise,"to survive in this competitive world, one has to work hard and equip themselves well"
essay45,should governments be responsible to help the unemployed and homeless,T8,Claim,"If they could get free financial help from the government, they might end up with out any motivation to work at all"
essay45,should governments be responsible to help the unemployed and homeless,T9,Claim,the government ought to set up free vocational trainings or to provide interest-free bank loans for them
essay45,should governments be responsible to help the unemployed and homeless,T10,Premise,this does not mean we should leave alone those who do need assistance
essay45,should governments be responsible to help the unemployed and homeless,T11,Premise,They are already in reverse circumstances and it would be rather difficult for them to overcome the difficulties without external support
essay45,should governments be responsible to help the unemployed and homeless,T12,Premise,they can have the chance to get back to work
essay45,should governments be responsible to help the unemployed and homeless,T13,Premise,it is benefitial to the society as a whole when the jobless can make contribution again
essay45,should governments be responsible to help the unemployed and homeless,T14,Premise,the government should provide help for the disadvantaged people
essay45,should governments be responsible to help the unemployed and homeless,T15,Claim,direct financial support may not be a wise option
essay45,should governments be responsible to help the unemployed and homeless,T16,Claim,people should rely on themselves to get out of the adversity
essay46,True Function of A University,T1,Premise,among the vast range of choices offered there are often some training courses that have direct implications on job-seeking and other aspects in everyday life
essay46,True Function of A University,T2,Claim,I respect the universities' aim of providing such courses to develop skills required for work and support their cause
essay46,True Function of A University,T3,Claim,I do not believe it is the main or best function of a university
essay46,True Function of A University,T4,Premise,"A university, in common sense, is a medium for conveying or providing access to knowledge"
essay46,True Function of A University,T5,Claim,"students are the ones universities should really cater for, not the employers"
essay46,True Function of A University,T6,Premise,students are the ones here to seek knowledge
essay46,True Function of A University,T7,Premise,"High school graduates choose to further educate themselves in universities because of all different reasons: a degree that's more widely accepted, gain knowledge and insight into an industry, or simply deepen their research interests in a certain field"
essay46,True Function of A University,T8,Premise,universities and be regarded as institutions where abundant educational resources gather
essay46,True Function of A University,T9,Premise,"It is, therefore, not necessary for a certain course or type of training to be offered to the students by a university"
essay46,True Function of A University,T10,Premise,these must be made available when needed
essay46,True Function of A University,T11,Claim,"a university should provide access to information, rather than offer selected courses that are suitable for employers' taste"
essay46,True Function of A University,T12,MajorClaim,the main function of a university remains as the provision of knowledge and access to resources
essay46,True Function of A University,T13,Claim,"It would be helpful, however, if certain courses concerning workplace skills can also be made available to students to help shape their futures"
essay47,zoos should be built to protect rural animals,T1,Premise,wild life would be taken good care from professionals
essay47,zoos should be built to protect rural animals,T2,Premise,the animals are deprived of freedom as a result of staying in zoos
essay47,zoos should be built to protect rural animals,T3,MajorClaim,animals should live in natural habitats instead of zoos
essay47,zoos should be built to protect rural animals,T4,Premise,it is the right of wild species to live in a environment away from human beings
essay47,zoos should be built to protect rural animals,T5,Premise,human beings are responsible for the heavy pollution and severe damage to the natural habitats of many wild animals
essay47,zoos should be built to protect rural animals,T6,Claim,it is our responsibility to create a natural and safe environment for animals to live in
essay47,zoos should be built to protect rural animals,T7,Premise,the limited space and the artificial trees and lakes can not fully compensate the animals for their loss
essay47,zoos should be built to protect rural animals,T8,Premise,"if rural animals are captured in the zoo for a long period, it would have negative influences on both the physical and psychological status of the creatures"
essay47,zoos should be built to protect rural animals,T9,Premise,the wild species would suffer from isolation and depression
essay47,zoos should be built to protect rural animals,T10,Claim,zoos are more likely to be a killer rather than a protector in protecting wild lives
essay47,zoos should be built to protect rural animals,T11,Premise,"supporters would argue that zoos, which are equipped with modern facilities and professionals, would provide better care for the animals inside"
essay47,zoos should be built to protect rural animals,T12,Premise,the endangered species preserved in zoos would never die of illegal hunting
essay47,zoos should be built to protect rural animals,T13,Claim,the growing number of natural habitat would be the ultimate solution of saving wild animals worldwide
essay47,zoos should be built to protect rural animals,T14,Premise,the strict laws prohibiting poaching would provide a shelter for various kinds of animals in natural habitat
essay47,zoos should be built to protect rural animals,T15,Claim,wild animals should be set free from zoos
essay47,zoos should be built to protect rural animals,T16,Premise,they have the right to enjoy freedom
essay47,zoos should be built to protect rural animals,T17,Premise,they also escape from isolation and depression
essay48,distance-learning vs. attending school in person,T1,Claim,attending lectures in person should be allowed to take a predominant place in universities
essay48,distance-learning vs. attending school in person,T2,Premise,this way of learning is superior than online degrees
essay48,distance-learning vs. attending school in person,T3,MajorClaim,online-teaching should be widely used among colleges and universities
essay48,distance-learning vs. attending school in person,T4,Claim,distance-learning brings significant convenience for students in every corner of the world
essay48,distance-learning vs. attending school in person,T5,Premise,"students who were tired of commuting had to attend schools nearby, regardless of any differences in teaching facilities, teacher's qualifications or the school reputation"
essay48,distance-learning vs. attending school in person,T6,Premise,students are able to apply for online-courses provided by top-of-the-range universities and colleges worldwide
essay48,distance-learning vs. attending school in person,T7,Premise,the presence of video conferencing allows a teacher to teach a greater number of students
essay48,distance-learning vs. attending school in person,T8,Claim,educational institutions are able to optimize costs by increasing teacher-student ratios
essay48,distance-learning vs. attending school in person,T9,Premise,"Thanks to the economical online-teaching, universities and colleges are able to offer grants for students who have outstanding academic achievements but are unable to attend schools because of financial constrains"
essay48,distance-learning vs. attending school in person,T10,Claim,attending lectures in person provides students an opportunity to communicate with teachers and other classmates
essay48,distance-learning vs. attending school in person,T11,Claim,traditional teaching approaches involving discussion and cooperation among students play a significant role in campus life
essay48,distance-learning vs. attending school in person,T12,Claim,It is the real interactions and communications in class make education much more attractive
essay48,distance-learning vs. attending school in person,T13,Claim,distance-learning will become increasingly important in the future as the pace of life increases
essay48,distance-learning vs. attending school in person,T14,Claim,discussions and interactions should be held via video conferencing frequently
essay48,distance-learning vs. attending school in person,T15,Premise,the joy of learning would not be diminished
essay49,Do modern communication technologies benefit all people,T1,MajorClaim,the majority of people in the globe have benefited greatly from these powerful and effective means of modern communication
essay49,Do modern communication technologies benefit all people,T2,Premise,mobile phones and other tools of modern communication facilitate not only contact with friends and relatives in faraway places but also global business
essay49,Do modern communication technologies benefit all people,T3,Premise,"With the click of a button, the vast amount of information can be transmitted from America to China in just a few seconds"
essay49,Do modern communication technologies benefit all people,T4,Premise,the access to these tools of communication is available in every corner of the world
essay49,Do modern communication technologies benefit all people,T5,Premise,"With a mobile phone or a laptop, a person can talk or send messages online at a bus stop, in a corner shop or anywhere they could imagine"
essay49,Do modern communication technologies benefit all people,T6,Claim,these new forms of communication do bring a great deal of convenience to humankind
essay49,Do modern communication technologies benefit all people,T7,Premise,only the more privileged are able to enjoy the benefits
essay49,Do modern communication technologies benefit all people,T8,Premise,the wide spread use of these efficient and effective ways of communication costs a considerable amount of money
essay49,Do modern communication technologies benefit all people,T9,Premise,Anyone who aims to use these innovations have to not only pay for the appliances such as a mobile phone or a computer but also cover up costs for communication services
essay49,Do modern communication technologies benefit all people,T10,Claim,people who live in poverty are less likely to be benefited from modern communication technologies
essay49,Do modern communication technologies benefit all people,T11,Claim,modern communication technologies will benefit more people in the future as the pace of life increases
essay49,Do modern communication technologies benefit all people,T12,Premise,the have-nots cannot be ignored simply because they couldn't afford it
essay50,Should high school make music lessons compulsory,T1,Premise,music has a great power which can positively influence on human being and its psychology
essay50,Should high school make music lessons compulsory,T2,Claim,many university authorities provide music lessons for their students
essay50,Should high school make music lessons compulsory,T3,Premise,they live and study in a harmony with music
essay50,Should high school make music lessons compulsory,T4,Premise,"students, who spend a great deal of their time studying different academic subjects should have an opportunity to cope with the stress gained during school time"
essay50,Should high school make music lessons compulsory,T5,Claim,music can be a useful and interesting solution
essay50,Should high school make music lessons compulsory,T6,Premise,"if musical activity involves many participants, there will be co-operation and developed team work in the group, which is, of course, beneficial in their future life"
essay50,Should high school make music lessons compulsory,T7,Premise,students with a quite poor academic background can show themselves in the music
essay50,Should high school make music lessons compulsory,T8,Premise,the calm atmosphere in the class might be created
essay50,Should high school make music lessons compulsory,T9,Premise,music can have many mentally enhancing effects on students
essay50,Should high school make music lessons compulsory,T10,Premise,"In our hectic life, however, demand is not for musically orientated students, but for academically developed employees"
essay50,Should high school make music lessons compulsory,T11,Premise,music is the art which requires special attitude towards it
essay50,Should high school make music lessons compulsory,T12,Premise,"students can not obtain supposed impacts, unless they get interested in it more seriously"
essay50,Should high school make music lessons compulsory,T13,Claim,music and other entertaining subjects should be optional
essay50,Should high school make music lessons compulsory,T14,Premise,time is the most valuable thing in life with increased pace
essay50,Should high school make music lessons compulsory,T15,Premise,"students are to develop their professional skills by learning occupation-related subjects, rather than playing on guitar or singing a song"
essay50,Should high school make music lessons compulsory,T16,Premise,"in order to be a competitive worker, students must know their field in an advanced level"
essay50,Should high school make music lessons compulsory,T17,Premise,music can help an individual to shape its character
essay50,Should high school make music lessons compulsory,T18,MajorClaim,An integration of music into learning process bound to be successful when it is not compulsory
essay51,pros and cons of developments in agriculture,T1,MajorClaim,these developments in agricultures should be preserved
essay51,pros and cons of developments in agriculture,T2,Premise,innovations in agriculture such as mechanized farming and the creations of genetic engineering foods may be the only way to feed the vast number of people in every corner of the world
essay51,pros and cons of developments in agriculture,T3,Premise,Imagine the tragedies that would ensue if people lived in famine and started to eat people to survive
essay51,pros and cons of developments in agriculture,T4,Claim,governments around the world have the obligation to fund in technological developments in farming in order to make an enough production of food for its people
essay51,pros and cons of developments in agriculture,T5,Premise,Another reason for applied technology in agriculture is the low-priced foods resulted from the widely used of factory farming
essay51,pros and cons of developments in agriculture,T6,Premise,"Thanks to the lower expenditure in food consuming, low income people now have sufficient money to cover up costs in health and education"
essay51,pros and cons of developments in agriculture,T7,Premise,the proliferation of GE food and factory farming are detrimental to people's health
essay51,pros and cons of developments in agriculture,T8,Premise,food which is genetically modified interrupts the natural balance of the ecosystem and would return to haunt us in unexpected ways
essay51,pros and cons of developments in agriculture,T9,Premise,technological developments in agriculture is beneficial in the short term
essay51,pros and cons of developments in agriculture,T10,Claim,its long term negatives are significant
essay51,pros and cons of developments in agriculture,T11,Premise,the wide spread use of modern technology in agriculture may be problematic in itself
essay51,pros and cons of developments in agriculture,T12,Claim,"given the seriousness of food insufficiency through out the world, I believe this would be the ultimate goal"
essay52,advantages and disadvantages of the prevalent of English,T1,Claim,the prevalent of English brings a great number of benefits for people
essay52,advantages and disadvantages of the prevalent of English,T2,Premise,it promotes the communication and interaction between different countries more conveniently and clearly
essay52,advantages and disadvantages of the prevalent of English,T4,Premise,the innovation of plane and train solved the geographical barriers
essay52,advantages and disadvantages of the prevalent of English,T5,Premise,"If we can popularize the use of English, the language hinder will disappear as well"
essay52,advantages and disadvantages of the prevalent of English,T6,Premise,"English is a beautiful language, which is more systematical and extensive than many other languages"
essay52,advantages and disadvantages of the prevalent of English,T7,Premise,Learning English can foster people's sentiment and nourish their literature and art
essay52,advantages and disadvantages of the prevalent of English,T3,Premise,"In the ancient time, the different languages and geography set barriers for people to exchange their goods and ideas"
essay52,advantages and disadvantages of the prevalent of English,T8,Claim,the dominated status of English has destroyed culture diversity
essay52,advantages and disadvantages of the prevalent of English,T9,Claim,many less-used languages become extinct
essay52,advantages and disadvantages of the prevalent of English,T10,Premise,English is a sophisticated language
essay52,advantages and disadvantages of the prevalent of English,T11,Premise,"it does not express every detail of life especially in Asia countries, which have totally different linguistic system"
essay52,advantages and disadvantages of the prevalent of English,T12,Premise,"language contains many aspects of people's daily life, which is influenced by culture, environment as well as religious"
essay52,advantages and disadvantages of the prevalent of English,T13,Premise,these languages have special significance for people who belong to them
essay52,advantages and disadvantages of the prevalent of English,T14,Premise,using English to replace them is crudity
essay52,advantages and disadvantages of the prevalent of English,T15,MajorClaim,English as an elegant language should be advocated in many fields to expand the global trade and communications
essay52,advantages and disadvantages of the prevalent of English,T16,Claim,we still need preserve other languages for sake of keeping the linguistic and cultural diversity
essay53,humans should be able to use animals for their own benefit?,T1,Claim,Human being has driven many animals for their personal use
essay53,humans should be able to use animals for their own benefit?,T2,Premise,cows and other milch animals for yielding milk from them
essay53,humans should be able to use animals for their own benefit?,T3,Premise,"other animals such as, horses, cattles and donkeys for farming, agriculture and as a mode of transportation"
essay53,humans should be able to use animals for their own benefit?,T4,Premise,"Many people keep pets like dogs and cats, trained them as service dogs and snuffing dogs which are very helpful to police force and even to some blind peoples"
essay53,humans should be able to use animals for their own benefit?,T5,Premise,They are kept for security purposes in houses
essay53,humans should be able to use animals for their own benefit?,T6,Claim,many farmers and owners exploit animals beyond their limits
essay53,humans should be able to use animals for their own benefit?,T7,Premise,"cows are often injected by Oxytocin, a hormone which is used to forcibly increase lactation"
essay53,humans should be able to use animals for their own benefit?,T8,Premise,"This in turn, causes lots of discomfort and pain to the cattle"
essay53,humans should be able to use animals for their own benefit?,T9,Claim,thousand of animals undergo painful suffering or death as a result of scientific research of drugs and various products
essay53,humans should be able to use animals for their own benefit?,T10,Premise,Another example of this is cage farming which is against animal rights
essay53,humans should be able to use animals for their own benefit?,T11,Premise,"Many other practices like, equestrian sport where horses run miles and miles and beaten up by jockeys to make them run more faster"
essay53,humans should be able to use animals for their own benefit?,T12,Premise,And above all pleasure hunting of defenseless animals
essay53,humans should be able to use animals for their own benefit?,T13,MajorClaim,human being should behave as a guardian to animals
essay53,humans should be able to use animals for their own benefit?,T14,Premise,Animal rights are meant to set limits on human behavior
essay53,humans should be able to use animals for their own benefit?,T15,Claim,manipulation of them should be punished as a serious crime
essay54,museums and art galleries will disappear soon?,T1,Premise,more and more people can watch exhibitions through television or internet at home due to modern technology
essay54,museums and art galleries will disappear soon?,T2,Claim,some people think museums and art galleries will disappear soon
essay54,museums and art galleries will disappear soon?,T3,Premise,modern technology make it possible
essay54,museums and art galleries will disappear soon?,T4,MajorClaim,some museums and art galleries will not disappear
essay54,museums and art galleries will disappear soon?,T5,Claim,technology indeed simplifies people's life all the time
essay54,museums and art galleries will disappear soon?,T6,Premise,"people who watch exhibitions on TV or internet at home, save the time and money on the road, which is increasingly significant particularly to people in modern society"
essay54,museums and art galleries will disappear soon?,T7,Premise,"in accordance with recent research, experts suggest the lifestyle of individuals in modern society is unhealthy"
essay54,museums and art galleries will disappear soon?,T8,Premise,they lack of physical exercise and face-to-face communication
essay54,museums and art galleries will disappear soon?,T9,Claim,the importance of museums and art galleries is plain in terms of education and culture
essay54,museums and art galleries will disappear soon?,T10,Premise,authentic exhibits cannot be completely displayed only by images and videos
essay54,museums and art galleries will disappear soon?,T11,Premise,It is like travelling to a place is much better than viewing the landscape of that place on TV or photos
essay54,museums and art galleries will disappear soon?,T12,Premise,the best method to learn one thing is to experience it
essay54,museums and art galleries will disappear soon?,T13,Premise,museums and art galleries preserve some culture heritages
essay54,museums and art galleries will disappear soon?,T14,Claim,these buildings will not disappear unless people abandon their culture
essay54,museums and art galleries will disappear soon?,T15,Premise,modern technology has provided a more convenient and comfortable manner for people to watch exhibitions
essay54,museums and art galleries will disappear soon?,T16,Claim,museums and art galleries are necessary to be preserved for its importance of education and culture
essay55,should teenagers learn all school subjects/focus on one subject,T1,Claim,The benefits of teaching students different units are easily recognized
essay55,should teenagers learn all school subjects/focus on one subject,T2,Premise,"with some basic knowledge of diverse fields, students have more options in choosing specialized areas or jobs in the future"
essay55,should teenagers learn all school subjects/focus on one subject,T3,Premise,Teenagers are still too young and immature to decide what they are going to dedicate
essay55,should teenagers learn all school subjects/focus on one subject,T4,Premise,"In students' point of view, the combination of difficult and easy subjects balances their schoolwork stress and fosters their enthusiasm on classes"
essay55,should teenagers learn all school subjects/focus on one subject,T5,Premise,many teenagers cannot enjoy the variation of the curriculum
essay55,should teenagers learn all school subjects/focus on one subject,T6,Premise,they feel more stressful with so much homework and exams to be done
essay55,should teenagers learn all school subjects/focus on one subject,T7,Premise,most students regard the extra knowledge useless and impractical for their future jobs
essay55,should teenagers learn all school subjects/focus on one subject,T8,Claim,this education model can cultivate more talents who specialized in different areas and increase studying effectiveness
essay55,should teenagers learn all school subjects/focus on one subject,T9,Premise,students can devote more time and efforts in one subject and reduce pressure from other subjects
essay55,should teenagers learn all school subjects/focus on one subject,T10,Premise,the drawbacks of this teaching method cannot be neglected
essay55,should teenagers learn all school subjects/focus on one subject,T11,Premise,"under such target-oriented education environment, teenagers may be hard to regret their original choice and change their specialized field in their further study"
essay55,should teenagers learn all school subjects/focus on one subject,T12,Premise,the dullness of course may deeply influence their passion on study
essay55,should teenagers learn all school subjects/focus on one subject,T13,Premise,concentrating on one subject can reduce students' pressure and foster the effectiveness in training talents
essay55,should teenagers learn all school subjects/focus on one subject,T14,Premise,its shortfalls are so vital to students' future
essay55,should teenagers learn all school subjects/focus on one subject,T15,MajorClaim,I do support the view of learning all school subjects
essay56,Influence of English - advantages outweigh the disadvantages,T1,Premise,English is being accepted universally
essay56,Influence of English - advantages outweigh the disadvantages,T2,Premise,communication between countries and cultures become convenient
essay56,Influence of English - advantages outweigh the disadvantages,T3,Premise,"In my country, English is a required course from elementary school"
essay56,Influence of English - advantages outweigh the disadvantages,T4,Premise,studying abroad is easy and becomes hot among youngsters
essay56,Influence of English - advantages outweigh the disadvantages,T5,Premise,"For them, language obstacle is no longer a problem, which results in mutual understanding and trust between their mother land and the host country"
essay56,Influence of English - advantages outweigh the disadvantages,T6,Premise,"This, in turn, enhances relationship and promotes international business"
essay56,Influence of English - advantages outweigh the disadvantages,T7,Premise,"researchers, especially those who work on high-tech, would have wider range of references if they are good at English"
essay56,Influence of English - advantages outweigh the disadvantages,T8,Premise,"Taking IT industry for an example, top technical science is published in English"
essay56,Influence of English - advantages outweigh the disadvantages,T9,Premise,"It's neither to get a translated version of these articles, nor to always have a translator besides"
essay56,Influence of English - advantages outweigh the disadvantages,T10,Claim,they have no choice but choosing English as a second language
essay56,Influence of English - advantages outweigh the disadvantages,T11,Premise,English is making lesser-known languages disappear ever year
essay56,Influence of English - advantages outweigh the disadvantages,T12,Claim,the culture heritage and nation identity vanish
essay56,Influence of English - advantages outweigh the disadvantages,T13,Premise,"this is really short-sighted, ignoring the rapid development of native economy and society"
essay56,Influence of English - advantages outweigh the disadvantages,T14,MajorClaim,the prevalent usage of English brings benefits to people and countries all around
essay56,Influence of English - advantages outweigh the disadvantages,T15,Claim,all youths should learn English owing to its key role in globalization
essay56,Influence of English - advantages outweigh the disadvantages,T16,Claim,"actions, like recording, can be taken to protect native languages and cultures"
essay57,creativity-should it be given freedom or restrictions,T1,Premise,Creativity originates in a free mind
essay57,creativity-should it be given freedom or restrictions,T2,MajorClaim,creative artists must be given the freedom to express their ideas without any restrictions
essay57,creativity-should it be given freedom or restrictions,T3,Premise,"creative artists like Michaelangelo, Picasso, Salman Rushdie, Shakespeare etc. have made artistic works which gave a social message"
essay57,creativity-should it be given freedom or restrictions,T4,Premise,"Right from sculptures to paintings, books to drama and movies, all these artistic works have reflected the contemporary social issues of different eras"
essay57,creativity-should it be given freedom or restrictions,T5,Claim,Creative works help to create social awareness by giving a social message
essay57,creativity-should it be given freedom or restrictions,T6,Claim,innovative works makes people realise things in a peaceful way and peep into their own conscience
essay57,creativity-should it be given freedom or restrictions,T7,Premise,It helps to raise issues and criticise the wrong doings of the governments
essay57,creativity-should it be given freedom or restrictions,T8,Premise,"Bangladeshi writer Taslima Nasrin was accused of acting against the government, just because she raised a social issue"
essay57,creativity-should it be given freedom or restrictions,T9,Claim,This type of approach is a hurdle in promoting creative minds
essay57,creativity-should it be given freedom or restrictions,T10,Claim,creativity also gives aesthetic charm
essay57,creativity-should it be given freedom or restrictions,T11,Premise,"Mind is like a parachute, it doesn't work if its not open"
essay57,creativity-should it be given freedom or restrictions,T12,Premise,Restrictions would just curb the innovative ideas of the artists and would limit their brains
essay57,creativity-should it be given freedom or restrictions,T13,Claim,"Like the media, artists should also be given the freedom to express their ideas freely"
essay57,creativity-should it be given freedom or restrictions,T14,Claim,artists should also know not to hurt the sentiments of the people
essay57,creativity-should it be given freedom or restrictions,T15,Premise,Many artists have been involved in controversies because of hurting the religious or social beliefs of the common people
essay57,creativity-should it be given freedom or restrictions,T16,Claim,"Artists should have self-awareness not to create vulgar, hurtful or useless works which do not serve any purpose"
essay57,creativity-should it be given freedom or restrictions,T17,Claim,artists should be given the freedom of expression
essay57,creativity-should it be given freedom or restrictions,T18,Premise,Mind can not work when it is chained in boundaries
essay57,creativity-should it be given freedom or restrictions,T19,Premise,Imagination is at its best when the mind is relaxed and free from the fear of government or any restrictive laws
essay58,competition or co-operation-which is better,T1,Claim,co-operative approach always helps a child to become a responsible adult with good moral values and a friendly social circle
essay58,competition or co-operation-which is better,T2,Premise,Co-operation is essential for teamwork
essay58,competition or co-operation-which is better,T3,Claim,Educational systems emphasize on encouraging co-operative approach in children
essay58,competition or co-operation-which is better,T4,Premise,We live in a social setup and mutual help and sharing only leads to success
essay58,competition or co-operation-which is better,T5,Premise,A person can not learn or achieve everything by oneself
essay58,competition or co-operation-which is better,T6,Premise,lions hunt in a team
essay58,competition or co-operation-which is better,T7,Premise,It is only due to their teamwork that they are able to catch a prey and make task easy
essay58,competition or co-operation-which is better,T8,Premise,"co-operative approach will save time, energy and will have a higher success rate"
essay58,competition or co-operation-which is better,T9,Claim,co-operation helps to understand other's perspective and learn by their mistakes
essay58,competition or co-operation-which is better,T10,Premise,It helps to identify one's strengths and weaknesses as compared to others
essay58,competition or co-operation-which is better,T11,Claim,competition is also as important as co-operation
essay58,competition or co-operation-which is better,T12,Claim,A co-operative approach can create inspirational and motivational feeling seeing other people's achievements
essay58,competition or co-operation-which is better,T13,Claim,"An individual must compete with oneself only, instead of trying to beat others"
essay58,competition or co-operation-which is better,T14,Premise,Competition has helped the development of science and technology
essay58,competition or co-operation-which is better,T15,Claim,Competition helps in improvement and evolution
essay58,competition or co-operation-which is better,T16,Premise,"every other day, new cars are developed by companies which are more efficient than others"
essay58,competition or co-operation-which is better,T17,Premise,This kind of competition gives customers more options
essay58,competition or co-operation-which is better,T18,Premise,blind and selfish competition is detrimental
essay58,competition or co-operation-which is better,T19,Premise,"'Your loss, my gain' kind of competition can never be fruitful in the long run"
essay58,competition or co-operation-which is better,T20,Claim,A healthy competition which involves raising one's own level above others is the best approach
essay58,competition or co-operation-which is better,T21,Premise,Competition should be always based on self-improvement rule
essay58,competition or co-operation-which is better,T22,Premise,competition and co-operation go hand in hand
essay58,competition or co-operation-which is better,T23,Premise,These are two sides of the same coin which can't be seperated
essay58,competition or co-operation-which is better,T24,MajorClaim,children should be taught co-operation complimented with a healthy competition
essay58,competition or co-operation-which is better,T25,Claim,They must be made aware of the demerits of selfish competition
essay58,competition or co-operation-which is better,T26,Premise,"When co-operation and healthy competition is followed together, success, achievements, recognition and any goal becomes easier"
essay59,capital punishment..necessary or not,T1,MajorClaim,"strict laws, like capital punishment, are essential in a society"
essay59,capital punishment..necessary or not,T2,Premise,"Capital punishment is given only in the "" rarest of the rare"" cases"
essay59,capital punishment..necessary or not,T3,Premise,Its first and foremost objective is safety of other human beings
essay59,capital punishment..necessary or not,T4,Premise,"When a criminal becomes a threat to the society, such that they can commit heinous crimes, then they are given capital punishment"
essay59,capital punishment..necessary or not,T5,Claim,capital punishment protects the society from hardcore criminals
essay59,capital punishment..necessary or not,T6,Premise,capital punishment curbs the inspiration and prospects of other hateful crimes
essay59,capital punishment..necessary or not,T7,Premise,"When a criminal mind knows the quantum of punishment, they will fear and not commit such crimes"
essay59,capital punishment..necessary or not,T8,Claim,the rate of crime and violence is effectively decreased
essay59,capital punishment..necessary or not,T9,Premise,capital punishment saves a lot of government funding which is wasted in maintenance of these hardcore criminals
essay59,capital punishment..necessary or not,T10,Claim,"Criminals who don't have any chance of improvement or who have a past record of such crimes are, therefore, given capital punishment"
essay59,capital punishment..necessary or not,T11,Premise,the jury giving the verdict are also humans
essay59,capital punishment..necessary or not,T12,Premise,They have the life of a person at their discretion
essay59,capital punishment..necessary or not,T13,Premise,"They can make mistakes which can sometimes affect an innocent, circumstantially marred criminals"
essay59,capital punishment..necessary or not,T14,Claim,"The jury must therefore, take into account the circumstances of committing a crime"
essay59,capital punishment..necessary or not,T15,Premise,"if an individual murders someone for self-defence, then such a crime is not heinous"
essay59,capital punishment..necessary or not,T16,Premise,"Only deserving criminals, who commit such hateful crimes in their proper senses are subjected to capital punishment"
essay59,capital punishment..necessary or not,T17,Premise,Capital punishment is essential to control violence in the society
essay59,capital punishment..necessary or not,T18,Claim,"psychopaths, terrorists or any other criminal who lacks empathy for other human lives deserve capital punishment"
essay59,capital punishment..necessary or not,T19,Premise,Capital punishment helps to safeguard human rights in a strict and effective manner
essay59,capital punishment..necessary or not,T20,Claim,it should be considered as the last option by the jury and all circumstances must be taken into account before pronouncing the final verdict
essay60,is a break good or bad after high school for students,T1,MajorClaim,a break of one year is good for young people after finishing their high school
essay60,is a break good or bad after high school for students,T2,Premise,"In most education systems, a child studies continously from the age of 5 till 16 years of age"
essay60,is a break good or bad after high school for students,T3,Claim,A relaxation of one year to young minds will give them a quintessential change
essay60,is a break good or bad after high school for students,T4,Premise,"A continous study pressure for over 10 years makes the mind saturated and like a robot, to follow instructions"
essay60,is a break good or bad after high school for students,T5,Premise,"a break will give students some time to refresh their systems, by travelling or following their hobbies"
essay60,is a break good or bad after high school for students,T6,Premise,"when students start their university studies after a break, they will feel fresh and full of energy to take the new challenge"
essay60,is a break good or bad after high school for students,T7,Premise,"during high school, many students face a dilemma to decide which stream should they major in"
essay60,is a break good or bad after high school for students,T8,Claim,"Working or travelling for some time, after high school, can help them to find their field of interest"
essay60,is a break good or bad after high school for students,T9,Claim,It will also help them to learn professional setup by working
essay60,is a break good or bad after high school for students,T10,Claim,"Financially,students can save a little money to support their university education by doing a job"
